"","alpha","Layers","FDR","Power"
"646",0.1,2,0.333333333333333,0.0155642023346304
"647",0.1,3,0.333333333333333,0.0155642023346304
"648",0.1,4,0.333333333333333,0.0155642023346304
"649",0.15,1,0,0
"650",0.15,2,0.5,0.0155642023346304
"651",0.15,3,0.5,0.0155642023346304
"652",0.15,4,0.5,0.0155642023346304
"653",0.2,1,0,0
"654",0.2,2,0.5,0.0155642023346304
"655",0.2,3,0.5,0.0155642023346304
"656",0.2,4,0.5,0.0155642023346304
"657",0.05,1,0,0
"658",0.05,2,0,0.00763358778625954
"659",0.05,3,0,0.00763358778625954
"660",0.05,4,0,0.0458015267175573
"661",0.1,1,0,0
"662",0.1,2,0,0.0152671755725191
"663",0.1,3,0,0.0152671755725191
"664",0.1,4,0.333333333333333,0.0534351145038168
"665",0.15,1,0,0.00381679389312977
"666",0.15,2,0,0.0114503816793893
"667",0.15,3,0.285714285714286,0.0381679389312977
"668",0.15,4,0.285714285714286,0.0381679389312977
"669",0.2,1,0,0.00381679389312977
"670",0.2,2,0,0.0114503816793893
"671",0.2,3,0.392857142857143,0.0648854961832061
"672",0.2,4,0.392857142857143,0.0648854961832061
"673",0.05,1,0,0
"674",0.05,2,0,0.00793650793650794
"675",0.05,3,0,0.00793650793650794
"676",0.05,4,0,0.00793650793650794
"677",0.1,1,0,0
"678",0.1,2,0,0.0158730158730159
"679",0.1,3,0,0.0158730158730159
"680",0.1,4,0,0.0158730158730159
"681",0.15,1,0.333333333333333,0.00793650793650794
"682",0.15,2,0.2,0.0158730158730159
"683",0.15,3,0.2,0.0158730158730159
"684",0.15,4,0.321428571428571,0.0753968253968254
"685",0.2,1,0.2,0.0158730158730159
"686",0.2,2,0.142857142857143,0.0238095238095238
"687",0.2,3,0.142857142857143,0.0238095238095238
"688",0.2,4,0.142857142857143,0.0238095238095238
"689",0.05,1,0.333333333333333,0.00813008130081301
"690",0.05,2,0.333333333333333,0.00813008130081301
"691",0.05,3,0.375,0.0203252032520325
"692",0.05,4,0.375,0.0203252032520325
"693",0.1,1,0.333333333333333,0.00813008130081301
"694",0.1,2,0.2,0.016260162601626
"695",0.1,3,0.2,0.016260162601626
"696",0.1,4,0.2,0.016260162601626
"697",0.15,1,0.142857142857143,0.024390243902439
"698",0.15,2,0.111111111111111,0.032520325203252
"699",0.15,3,0.111111111111111,0.032520325203252
"700",0.15,4,0.111111111111111,0.032520325203252
"701",0.2,1,0.125,0.0284552845528455
"702",0.2,2,0.1,0.0365853658536585
"703",0.2,3,0.1,0.0365853658536585
"704",0.2,4,0.1,0.0365853658536585
"705",0.05,1,0,0
"706",0.05,2,0,0.0230769230769231
"707",0.05,3,0,0.0230769230769231
"708",0.05,4,0,0.0230769230769231
"709",0.1,1,0,0
"710",0.1,2,0.125,0.0269230769230769
"711",0.1,3,0.3,0.0269230769230769
"712",0.1,4,0.34375,0.0807692307692308
"713",0.15,1,0.333333333333333,0.00769230769230769
"714",0.15,2,0.222222222222222,0.0269230769230769
"715",0.15,3,0.222222222222222,0.0269230769230769
"716",0.15,4,0.32258064516129,0.0807692307692308
"717",0.2,1,0.2,0.0153846153846154
"718",0.2,2,0.181818181818182,0.0346153846153846
"719",0.2,3,0.181818181818182,0.0346153846153846
"720",0.2,4,0.0952380952380952,0.0730769230769231
"721",0.05,1,0,0
"722",0.05,2,0.166666666666667,0.0194552529182879
"723",0.05,3,0.166666666666667,0.0194552529182879
"724",0.05,4,0.166666666666667,0.0194552529182879
"725",0.1,1,0,0
"726",0.1,2,0.166666666666667,0.0194552529182879
"727",0.1,3,0.166666666666667,0.0194552529182879
"728",0.1,4,0.166666666666667,0.0194552529182879
"729",0.15,1,0,0
"730",0.15,2,0.166666666666667,0.0194552529182879
"731",0.15,3,0.166666666666667,0.0194552529182879
"732",0.15,4,0.166666666666667,0.0194552529182879
"733",0.2,1,0,0
"734",0.2,2,0.166666666666667,0.0194552529182879
"735",0.2,3,0.166666666666667,0.0194552529182879
"736",0.2,4,0.166666666666667,0.0194552529182879
"737",0.05,1,0,0
"738",0.05,2,0,0.0156862745098039
"739",0.05,3,0,0.0156862745098039
"740",0.05,4,0,0.0156862745098039
"741",0.1,1,0,0
"742",0.1,2,0,0.0156862745098039
"743",0.1,3,0,0.0156862745098039
"744",0.1,4,0,0.0156862745098039
"745",0.15,1,0,0
"746",0.15,2,0.166666666666667,0.0196078431372549
"747",0.15,3,0.333333333333333,0.0235294117647059
"748",0.15,4,0.333333333333333,0.0235294117647059
"749",0.2,1,0.142857142857143,0.0235294117647059
"750",0.2,2,0.142857142857143,0.0235294117647059
"751",0.2,3,0.3,0.0274509803921569
"752",0.2,4,0.3,0.0274509803921569
"753",0.05,1,0,0
"754",0.05,2,0,0.0158730158730159
"755",0.05,3,0,0.0158730158730159
"756",0.05,4,0,0.0158730158730159
"757",0.1,1,0,0
"758",0.1,2,0,0.0158730158730159
"759",0.1,3,0,0.0158730158730159
"760",0.1,4,0.5,0.0317460317460317
"761",0.15,1,0,0
"762",0.15,2,0,0.0158730158730159
"763",0.15,3,0,0.0158730158730159
"764",0.15,4,0.5,0.0317460317460317
"765",0.2,1,0,0
"766",0.2,2,0,0.0158730158730159
"767",0.2,3,0,0.0158730158730159
"768",0.2,4,0.380952380952381,0.0515873015873016
"769",0.05,1,0,0
"770",0.05,2,0,0.016597510373444
"771",0.05,3,0,0.016597510373444
"772",0.05,4,0.0666666666666667,0.0580912863070539
"773",0.1,1,0,0
"774",0.1,2,0,0.029045643153527
"775",0.1,3,0,0.029045643153527
"776",0.1,4,0,0.029045643153527
"777",0.15,1,0,0.004149377593361
"778",0.15,2,0,0.024896265560166
"779",0.15,3,0,0.024896265560166
"780",0.15,4,0.027027027027027,0.149377593360996
"781",0.2,1,0,0.004149377593361
"782",0.2,2,0.125,0.0580912863070539
"783",0.2,3,0.0869565217391304,0.0871369294605809
"784",0.2,4,0.0869565217391304,0.0871369294605809
"785",0.05,1,0,0
"786",0.05,2,0,0.00796812749003984
"787",0.05,3,0,0.00796812749003984
"788",0.05,4,0,0.00796812749003984
"789",0.1,1,0.5,0.00796812749003984
"790",0.1,2,0.333333333333333,0.0159362549800797
"791",0.1,3,0.333333333333333,0.0159362549800797
"792",0.1,4,0.333333333333333,0.0159362549800797
"793",0.15,1,0.285714285714286,0.0199203187250996
"794",0.15,2,0.285714285714286,0.0199203187250996
"795",0.15,3,0.454545454545455,0.0239043824701195
"796",0.15,4,0.588235294117647,0.0278884462151394
"797",0.2,1,0.333333333333333,0.0239043824701195
"798",0.2,2,0.307692307692308,0.0358565737051793
"799",0.2,3,0.411764705882353,0.0398406374501992
"800",0.2,4,0.411764705882353,0.0398406374501992
"801",0.05,1,0,0
"802",0.05,2,0.166666666666667,0.0204918032786885
"803",0.05,3,0.166666666666667,0.0204918032786885
"804",0.05,4,0.166666666666667,0.0204918032786885
"805",0.1,1,0,0
"806",0.1,2,0.166666666666667,0.0204918032786885
"807",0.1,3,0.166666666666667,0.0204918032786885
"808",0.1,4,0.166666666666667,0.0204918032786885
"809",0.15,1,0,0
"810",0.15,2,0.166666666666667,0.0204918032786885
"811",0.15,3,0.166666666666667,0.0204918032786885
"812",0.15,4,0.166666666666667,0.0204918032786885
"813",0.2,1,0,0
"814",0.2,2,0.315789473684211,0.0532786885245902
"815",0.2,3,0.363636363636364,0.0573770491803279
"816",0.2,4,0.363636363636364,0.0573770491803279
"817",0.05,1,0,0
"818",0.05,2,0,0.00784313725490196
"819",0.05,3,0,0.00784313725490196
"820",0.05,4,0,0.00784313725490196
"821",0.1,1,0,0
"822",0.1,2,0,0.0156862745098039
"823",0.1,3,0,0.0156862745098039
"824",0.1,4,0,0.0156862745098039
"825",0.15,1,0,0.00392156862745098
"826",0.15,2,0,0.0196078431372549
"827",0.15,3,0,0.0196078431372549
"828",0.15,4,0,0.0196078431372549
"829",0.2,1,0.142857142857143,0.0235294117647059
"830",0.2,2,0.111111111111111,0.0313725490196078
"831",0.2,3,0.111111111111111,0.0313725490196078
"832",0.2,4,0.111111111111111,0.0313725490196078
"833",0.05,1,0,0
"834",0.05,2,0,0.0154440154440154
"835",0.05,3,0,0.0154440154440154
"836",0.05,4,0,0.0154440154440154
"837",0.1,1,0,0
"838",0.1,2,0,0.0154440154440154
"839",0.1,3,0,0.0154440154440154
"840",0.1,4,0,0.0154440154440154
"841",0.15,1,0,0
"842",0.15,2,0,0.0154440154440154
"843",0.15,3,0,0.0154440154440154
"844",0.15,4,0,0.0154440154440154
"845",0.2,1,0,0
"846",0.2,2,0,0.0154440154440154
"847",0.2,3,0,0.0154440154440154
"848",0.2,4,0,0.0154440154440154
"849",0.05,1,0,0
"850",0.05,2,0,0.0150375939849624
"851",0.05,3,0,0.0150375939849624
"852",0.05,4,0.6875,0.018796992481203
"853",0.1,1,0,0
"854",0.1,2,0,0.0150375939849624
"855",0.1,3,0,0.0150375939849624
"856",0.1,4,0.6875,0.018796992481203
"857",0.15,1,0.333333333333333,0.0075187969924812
"858",0.15,2,0.538461538461538,0.0225563909774436
"859",0.15,3,0.538461538461538,0.0225563909774436
"860",0.15,4,0.741935483870968,0.0300751879699248
"861",0.2,1,0.333333333333333,0.0075187969924812
"862",0.2,2,0.538461538461538,0.0225563909774436
"863",0.2,3,0.538461538461538,0.0225563909774436
"864",0.2,4,0.743589743589744,0.037593984962406
"865",0.05,1,0,0
"866",0.05,2,0,0.00826446280991736
"867",0.05,3,0,0.00826446280991736
"868",0.05,4,0,0.00826446280991736
"869",0.1,1,0,0
"870",0.1,2,0,0.0165289256198347
"871",0.1,3,0,0.0165289256198347
"872",0.1,4,0.764705882352941,0.0165289256198347
"873",0.15,1,0,0.0165289256198347
"874",0.15,2,0,0.0247933884297521
"875",0.15,3,0,0.0247933884297521
"876",0.15,4,0.684210526315789,0.0247933884297521
"877",0.2,1,0.333333333333333,0.0165289256198347
"878",0.2,2,0.25,0.0247933884297521
"879",0.2,3,0.25,0.0247933884297521
"880",0.2,4,0.476190476190476,0.0909090909090909
"881",0.05,1,0,0
"882",0.05,2,0,0.0166666666666667
"883",0.05,3,0,0.0166666666666667
"884",0.05,4,0,0.0166666666666667
"885",0.1,1,0,0
"886",0.1,2,0.363636363636364,0.0291666666666667
"887",0.1,3,0.363636363636364,0.0291666666666667
"888",0.1,4,0.363636363636364,0.0291666666666667
"889",0.15,1,0,0.00833333333333333
"890",0.15,2,0.363636363636364,0.0291666666666667
"891",0.15,3,0.222222222222222,0.0583333333333333
"892",0.15,4,0.222222222222222,0.0583333333333333
"893",0.2,1,0,0.00833333333333333
"894",0.2,2,0.307692307692308,0.0375
"895",0.2,3,0.260869565217391,0.0708333333333333
"896",0.2,4,0.260869565217391,0.0708333333333333
"897",0.05,1,0,0
"898",0.05,2,0,0.025830258302583
"899",0.05,3,0,0.025830258302583
"900",0.05,4,0,0.025830258302583
"901",0.1,1,0,0
"902",0.1,2,0,0.03690036900369
"903",0.1,3,0,0.03690036900369
"904",0.1,4,0,0.03690036900369
"905",0.15,1,0.214285714285714,0.040590405904059
"906",0.15,2,0.214285714285714,0.040590405904059
"907",0.15,3,0.315789473684211,0.0479704797047971
"908",0.15,4,0.214285714285714,0.0811808118081181
"909",0.2,1,0.1875,0.0479704797047971
"910",0.2,2,0.1875,0.0479704797047971
"911",0.2,3,0.222222222222222,0.0774907749077491
"912",0.2,4,0.222222222222222,0.0774907749077491
"913",0.05,1,0,0.0196078431372549
"914",0.05,2,0,0.0274509803921569
"915",0.05,3,0,0.0274509803921569
"916",0.05,4,0,0.0274509803921569
"917",0.1,1,0,0.0235294117647059
"918",0.1,2,0,0.0313725490196078
"919",0.1,3,0.272727272727273,0.0313725490196078
"920",0.1,4,0.272727272727273,0.0313725490196078
"921",0.15,1,0,0.0274509803921569
"922",0.15,2,0,0.0352941176470588
"923",0.15,3,0.25,0.0352941176470588
"924",0.15,4,0.25,0.0352941176470588
"925",0.2,1,0.1,0.0352941176470588
"926",0.2,2,0.0833333333333333,0.0431372549019608
"927",0.2,3,0.266666666666667,0.0431372549019608
"928",0.2,4,0.266666666666667,0.0431372549019608
"929",0.05,1,0,0
"930",0.05,2,0,0.0087719298245614
"931",0.05,3,0,0.0087719298245614
"932",0.05,4,0.4,0.0131578947368421
"933",0.1,1,0,0
"934",0.1,2,0.166666666666667,0.0219298245614035
"935",0.1,3,0.166666666666667,0.0219298245614035
"936",0.1,4,0.684210526315789,0.0263157894736842
"937",0.15,1,0,0.0087719298245614
"938",0.15,2,0.166666666666667,0.0219298245614035
"939",0.15,3,0.166666666666667,0.0219298245614035
"940",0.15,4,0.606060606060606,0.0570175438596491
"941",0.2,1,0.230769230769231,0.043859649122807
"942",0.2,2,0.2,0.0526315789473684
"943",0.2,3,0.2,0.0526315789473684
"944",0.2,4,0.583333333333333,0.0657894736842105
"945",0.05,1,0,0
"946",0.05,2,0,0.0078125
"947",0.05,3,0,0.0078125
"948",0.05,4,0,0.0078125
"949",0.1,1,0,0.0078125
"950",0.1,2,0,0.0078125
"951",0.1,3,0,0.0078125
"952",0.1,4,0,0.0078125
"953",0.15,1,0,0.015625
"954",0.15,2,0,0.0234375
"955",0.15,3,0,0.0234375
"956",0.15,4,0,0.0234375
"957",0.2,1,0,0.015625
"958",0.2,2,0,0.0234375
"959",0.2,3,0,0.0234375
"960",0.2,4,0,0.0234375
"961",0.05,1,0,0
"962",0.05,2,0.111111111111111,0.03125
"963",0.05,3,0.111111111111111,0.03125
"964",0.05,4,0.111111111111111,0.03125
"965",0.1,1,0,0
"966",0.1,2,0.111111111111111,0.03125
"967",0.1,3,0.111111111111111,0.03125
"968",0.1,4,0.111111111111111,0.03125
"969",0.15,1,0,0.00390625
"970",0.15,2,0.166666666666667,0.0390625
"971",0.15,3,0.166666666666667,0.0390625
"972",0.15,4,0.166666666666667,0.0390625
"973",0.2,1,0,0.0078125
"974",0.2,2,0.266666666666667,0.04296875
"975",0.2,3,0.266666666666667,0.04296875
"976",0.2,4,0.266666666666667,0.04296875
"977",0.05,1,0,0
"978",0.05,2,0.166666666666667,0.01953125
"979",0.05,3,0.166666666666667,0.01953125
"980",0.05,4,0.166666666666667,0.01953125
"981",0.1,1,0.5,0.00390625
"982",0.1,2,0.333333333333333,0.015625
"983",0.1,3,0.333333333333333,0.015625
"984",0.1,4,0.333333333333333,0.015625
"985",0.15,1,0.2,0.015625
"986",0.15,2,0.285714285714286,0.01953125
"987",0.15,3,0.285714285714286,0.01953125
"988",0.15,4,0.285714285714286,0.01953125
"989",0.2,1,0.166666666666667,0.01953125
"990",0.2,2,0.25,0.0234375
"991",0.2,3,0.25,0.0234375
"992",0.2,4,0.25,0.0234375
"993",0.05,1,0,0
"994",0.05,2,0,0.015625
"995",0.05,3,0.181818181818182,0.03515625
"996",0.05,4,0.181818181818182,0.03515625
"997",0.1,1,0,0
"998",0.1,2,0.25,0.0234375
"999",0.1,3,0.142857142857143,0.0703125
"1000",0.1,4,0.142857142857143,0.0703125
"1001",0.15,1,0.2,0.03125
"1002",0.15,2,0.2,0.03125
"1003",0.15,3,0.0952380952380952,0.07421875
"1004",0.15,4,0.0952380952380952,0.07421875
"1005",0.2,1,0.2,0.03125
"1006",0.2,2,0.2,0.03125
"1007",0.2,3,0.0952380952380952,0.07421875
"1008",0.2,4,0.0952380952380952,0.07421875
"1009",0.05,1,0,0
"1010",0.05,2,0.166666666666667,0.0181159420289855
"1011",0.05,3,0.166666666666667,0.0181159420289855
"1012",0.05,4,0.166666666666667,0.0181159420289855
"1013",0.1,1,0,0
"1014",0.1,2,0.3,0.0253623188405797
"1015",0.1,3,0.3,0.0253623188405797
"1016",0.1,4,0.3,0.0253623188405797
"1017",0.15,1,0,0.0108695652173913
"1018",0.15,2,0.2,0.0144927536231884
"1019",0.15,3,0.2,0.0144927536231884
"1020",0.15,4,0.2,0.0144927536231884
"1021",0.2,1,0.333333333333333,0.0289855072463768
"1022",0.2,2,0.333333333333333,0.0289855072463768
"1023",0.2,3,0.333333333333333,0.0289855072463768
"1024",0.2,4,0.333333333333333,0.0289855072463768
"1025",0.05,1,0,0
"1026",0.05,2,0,0.015625
"1027",0.05,3,0,0.015625
"1028",0.05,4,0,0.015625
"1029",0.1,1,0,0
"1030",0.1,2,0,0.015625
"1031",0.1,3,0,0.015625
"1032",0.1,4,0,0.015625
"1033",0.15,1,0,0.00390625
"1034",0.15,2,0,0.01171875
"1035",0.15,3,0,0.01171875
"1036",0.15,4,0,0.01171875
"1037",0.2,1,0.1,0.03515625
"1038",0.2,2,0.1,0.03515625
"1039",0.2,3,0.1,0.03515625
"1040",0.2,4,0.1,0.03515625
"1041",0.05,1,0,0
"1042",0.05,2,0.285714285714286,0.0214592274678112
"1043",0.05,3,0.285714285714286,0.0214592274678112
"1044",0.05,4,0.285714285714286,0.0214592274678112
"1045",0.1,1,0,0
"1046",0.1,2,0.285714285714286,0.0214592274678112
"1047",0.1,3,0.285714285714286,0.0214592274678112
"1048",0.1,4,0.285714285714286,0.0214592274678112
"1049",0.15,1,0.166666666666667,0.0214592274678112
"1050",0.15,2,0.125,0.0300429184549356
"1051",0.15,3,0.125,0.0300429184549356
"1052",0.15,4,0.125,0.0300429184549356
"1053",0.2,1,0.181818181818182,0.0386266094420601
"1054",0.2,2,0.181818181818182,0.0386266094420601
"1055",0.2,3,0.181818181818182,0.0386266094420601
"1056",0.2,4,0.228571428571429,0.11587982832618
"1057",0.05,1,0,0.0122448979591837
"1058",0.05,2,0,0.0285714285714286
"1059",0.05,3,0,0.0285714285714286
"1060",0.05,4,0,0.0285714285714286
"1061",0.1,1,0,0.0122448979591837
"1062",0.1,2,0,0.0285714285714286
"1063",0.1,3,0,0.0285714285714286
"1064",0.1,4,0,0.0285714285714286
"1065",0.15,1,0,0.0122448979591837
"1066",0.15,2,0,0.0285714285714286
"1067",0.15,3,0,0.0285714285714286
"1068",0.15,4,0,0.0285714285714286
"1069",0.2,1,0,0.0122448979591837
"1070",0.2,2,0,0.0285714285714286
"1071",0.2,3,0,0.0285714285714286
"1072",0.2,4,0,0.0285714285714286
"1073",0.05,1,0,0
"1074",0.05,2,0.166666666666667,0.0200803212851406
"1075",0.05,3,0.133333333333333,0.0522088353413655
"1076",0.05,4,0.133333333333333,0.0522088353413655
"1077",0.1,1,0,0
"1078",0.1,2,0.166666666666667,0.0200803212851406
"1079",0.1,3,0.133333333333333,0.0522088353413655
"1080",0.1,4,0.133333333333333,0.0522088353413655
"1081",0.15,1,0,0
"1082",0.15,2,0.111111111111111,0.0321285140562249
"1083",0.15,3,0.181818181818182,0.036144578313253
"1084",0.15,4,0.181818181818182,0.036144578313253
"1085",0.2,1,0,0
"1086",0.2,2,0.111111111111111,0.0321285140562249
"1087",0.2,3,0.181818181818182,0.036144578313253
"1088",0.2,4,0.0869565217391304,0.0843373493975904
"1089",0.05,1,0,0
"1090",0.05,2,0,0.016
"1091",0.05,3,0,0.016
"1092",0.05,4,0,0.016
"1093",0.1,1,0,0.02
"1094",0.1,2,0,0.028
"1095",0.1,3,0,0.028
"1096",0.1,4,0,0.028
"1097",0.15,1,0.1,0.036
"1098",0.15,2,0.0833333333333333,0.044
"1099",0.15,3,0.0833333333333333,0.044
"1100",0.15,4,0.0833333333333333,0.044
"1101",0.2,1,0.1,0.036
"1102",0.2,2,0.0833333333333333,0.044
"1103",0.2,3,0.0833333333333333,0.044
"1104",0.2,4,0.0833333333333333,0.044
"1105",0.05,1,0,0
"1106",0.05,2,0,0.0154440154440154
"1107",0.05,3,0,0.0154440154440154
"1108",0.05,4,0,0.0154440154440154
"1109",0.1,1,0,0.00772200772200772
"1110",0.1,2,0,0.0154440154440154
"1111",0.1,3,0,0.0154440154440154
"1112",0.1,4,0,0.0154440154440154
"1113",0.15,1,0,0.00772200772200772
"1114",0.15,2,0,0.0154440154440154
"1115",0.15,3,0,0.0154440154440154
"1116",0.15,4,0,0.0154440154440154
"1117",0.2,1,0,0.00772200772200772
"1118",0.2,2,0,0.0154440154440154
"1119",0.2,3,0,0.0154440154440154
"1120",0.2,4,0.727272727272727,0.0231660231660232
"1121",0.05,1,0,0
"1122",0.05,2,0,0.0158730158730159
"1123",0.05,3,0,0.0158730158730159
"1124",0.05,4,0.0769230769230769,0.0952380952380952
"1125",0.1,1,0,0
"1126",0.1,2,0,0.0238095238095238
"1127",0.1,3,0,0.0238095238095238
"1128",0.1,4,0.0714285714285714,0.103174603174603
"1129",0.15,1,0,0
"1130",0.15,2,0,0.0238095238095238
"1131",0.15,3,0,0.0238095238095238
"1132",0.15,4,0.0714285714285714,0.103174603174603
"1133",0.2,1,0,0
"1134",0.2,2,0.25,0.0238095238095238
"1135",0.2,3,0.25,0.0238095238095238
"1136",0.2,4,0.133333333333333,0.103174603174603
"1137",0.05,1,0,0
"1138",0.05,2,0.166666666666667,0.02
"1139",0.05,3,0.166666666666667,0.02
"1140",0.05,4,0.166666666666667,0.02
"1141",0.1,1,0,0
"1142",0.1,2,0.166666666666667,0.02
"1143",0.1,3,0.166666666666667,0.02
"1144",0.1,4,0.5,0.024
"1145",0.15,1,0.142857142857143,0.024
"1146",0.15,2,0.222222222222222,0.028
"1147",0.15,3,0.222222222222222,0.028
"1148",0.15,4,0.466666666666667,0.032
"1149",0.2,1,0.25,0.024
"1150",0.2,2,0.368421052631579,0.048
"1151",0.2,3,0.368421052631579,0.048
"1152",0.2,4,0.48,0.052
"1153",0.05,1,0,0
"1154",0.05,2,0,0.00803212851405622
"1155",0.05,3,0,0.00803212851405622
"1156",0.05,4,0,0.00803212851405622
"1157",0.1,1,0,0
"1158",0.1,2,0.333333333333333,0.0160642570281124
"1159",0.1,3,0.333333333333333,0.0160642570281124
"1160",0.1,4,0.5,0.164658634538153
"1161",0.15,1,0,0.00401606425702811
"1162",0.15,2,0.4,0.0120481927710843
"1163",0.15,3,0.217391304347826,0.072289156626506
"1164",0.15,4,0.217391304347826,0.072289156626506
"1165",0.2,1,0.333333333333333,0.0401606425702811
"1166",0.2,2,0.368421052631579,0.0481927710843374
"1167",0.2,3,0.395833333333333,0.116465863453815
"1168",0.2,4,0.395833333333333,0.116465863453815
"1169",0.05,1,0,0
"1170",0.05,2,0,0.0163934426229508
"1171",0.05,3,0,0.0163934426229508
"1172",0.05,4,0,0.0163934426229508
"1173",0.1,1,0,0
"1174",0.1,2,0.230769230769231,0.040983606557377
"1175",0.1,3,0.423076923076923,0.0614754098360656
"1176",0.1,4,0.423076923076923,0.0614754098360656
"1177",0.15,1,0,0.0204918032786885
"1178",0.15,2,0.166666666666667,0.040983606557377
"1179",0.15,3,0.536585365853659,0.0778688524590164
"1180",0.15,4,0.536585365853659,0.0778688524590164
"1181",0.2,1,0,0.0245901639344262
"1182",0.2,2,0.153846153846154,0.0450819672131148
"1183",0.2,3,0.553191489361702,0.0860655737704918
"1184",0.2,4,0.553191489361702,0.0860655737704918
"1185",0.05,1,0,0
"1186",0.05,2,0.375,0.0218340611353712
"1187",0.05,3,0.375,0.0218340611353712
"1188",0.05,4,0.375,0.0218340611353712
"1189",0.1,1,0,0.0174672489082969
"1190",0.1,2,0.25,0.0262008733624454
"1191",0.1,3,0.25,0.0262008733624454
"1192",0.1,4,0.25,0.0262008733624454
"1193",0.15,1,0,0.0174672489082969
"1194",0.15,2,0.25,0.0262008733624454
"1195",0.15,3,0.25,0.0262008733624454
"1196",0.15,4,0.25,0.0262008733624454
"1197",0.2,1,0,0.0174672489082969
"1198",0.2,2,0.25,0.0262008733624454
"1199",0.2,3,0.25,0.0262008733624454
"1200",0.2,4,0.25,0.0262008733624454
"1201",0.05,1,0,0
"1202",0.05,2,0,0.00754716981132075
"1203",0.05,3,0,0.00754716981132075
"1204",0.05,4,0,0.00754716981132075
"1205",0.1,1,0,0
"1206",0.1,2,0,0.0150943396226415
"1207",0.1,3,0,0.0150943396226415
"1208",0.1,4,0,0.0150943396226415
"1209",0.15,1,0,0
"1210",0.15,2,0.428571428571429,0.0150943396226415
"1211",0.15,3,0.428571428571429,0.0150943396226415
"1212",0.15,4,0.428571428571429,0.0150943396226415
"1213",0.2,1,0.25,0.0226415094339623
"1214",0.2,2,0.2,0.030188679245283
"1215",0.2,3,0.2,0.030188679245283
"1216",0.2,4,0.2,0.030188679245283
"1217",0.05,1,0,0
"1218",0.05,2,0,0.0153256704980843
"1219",0.05,3,0,0.0153256704980843
"1220",0.05,4,0.0909090909090909,0.0766283524904215
"1221",0.1,1,0,0
"1222",0.1,2,0,0.0153256704980843
"1223",0.1,3,0,0.0153256704980843
"1224",0.1,4,0.0909090909090909,0.0766283524904215
"1225",0.15,1,0,0
"1226",0.15,2,0,0.0153256704980843
"1227",0.15,3,0,0.0153256704980843
"1228",0.15,4,0.0909090909090909,0.0766283524904215
"1229",0.2,1,0,0
"1230",0.2,2,0,0.0153256704980843
"1231",0.2,3,0,0.0153256704980843
"1232",0.2,4,0.0909090909090909,0.0766283524904215
"1233",0.05,1,0,0
"1234",0.05,2,0,0.0161943319838057
"1235",0.05,3,0,0.0161943319838057
"1236",0.05,4,0,0.0161943319838057
"1237",0.1,1,0,0
"1238",0.1,2,0,0.0161943319838057
"1239",0.1,3,0,0.0161943319838057
"1240",0.1,4,0,0.0161943319838057
"1241",0.15,1,0,0
"1242",0.15,2,0,0.0161943319838057
"1243",0.15,3,0,0.0161943319838057
"1244",0.15,4,0,0.0161943319838057
"1245",0.2,1,0.285714285714286,0.0202429149797571
"1246",0.2,2,0.222222222222222,0.0283400809716599
"1247",0.2,3,0.222222222222222,0.0283400809716599
"1248",0.2,4,0.222222222222222,0.0283400809716599
"1249",0.05,1,0,0.0110294117647059
"1250",0.05,2,0,0.0110294117647059
"1251",0.05,3,0.125,0.0257352941176471
"1252",0.05,4,0.125,0.0257352941176471
"1253",0.1,1,0,0.0330882352941176
"1254",0.1,2,0.214285714285714,0.0404411764705882
"1255",0.1,3,0.214285714285714,0.0404411764705882
"1256",0.1,4,0.214285714285714,0.0404411764705882
"1257",0.15,1,0,0.0367647058823529
"1258",0.15,2,0.2,0.0441176470588235
"1259",0.15,3,0.2,0.0441176470588235
"1260",0.15,4,0.2,0.0441176470588235
"1261",0.2,1,0,0.0367647058823529
"1262",0.2,2,0.2,0.0441176470588235
"1263",0.2,3,0.2,0.0441176470588235
"1264",0.2,4,0.2,0.0441176470588235
"1265",0.05,1,0,0
"1266",0.05,2,0,0.0301724137931034
"1267",0.05,3,0.529411764705882,0.0344827586206897
"1268",0.05,4,0.529411764705882,0.0344827586206897
"1269",0.1,1,0,0
"1270",0.1,2,0.307692307692308,0.0387931034482759
"1271",0.1,3,0.526315789473684,0.0387931034482759
"1272",0.1,4,0.526315789473684,0.0387931034482759
"1273",0.15,1,0,0
"1274",0.15,2,0.307692307692308,0.0387931034482759
"1275",0.15,3,0.523809523809524,0.0431034482758621
"1276",0.15,4,0.523809523809524,0.0431034482758621
"1277",0.2,1,0,0.0301724137931034
"1278",0.2,2,0.222222222222222,0.0603448275862069
"1279",0.2,3,0.423076923076923,0.0646551724137931
"1280",0.2,4,0.423076923076923,0.0646551724137931
"1281",0.05,1,0,0
"1282",0.05,2,0,0.00775193798449612
"1283",0.05,3,0,0.00775193798449612
"1284",0.05,4,0,0.00775193798449612
"1285",0.1,1,0,0
"1286",0.1,2,0,0.0155038759689922
"1287",0.1,3,0,0.0155038759689922
"1288",0.1,4,0,0.0155038759689922
"1289",0.15,1,0.181818181818182,0.0348837209302326
"1290",0.15,2,0.153846153846154,0.0426356589147287
"1291",0.15,3,0.153846153846154,0.0426356589147287
"1292",0.15,4,0.153846153846154,0.0426356589147287
"1293",0.2,1,0.153846153846154,0.0426356589147287
"1294",0.2,2,0.133333333333333,0.0503875968992248
"1295",0.2,3,0.133333333333333,0.0503875968992248
